Address,Amount,LP,Percent,Contract
0x962a63d442f8294df371b10668bcb98b09f95d53,989012469,1098647981248,0.00012542,
0x4ec3fa22540f841657197440fee70b5967465aaa,987862414,1097370438605,0.00012527,
0x185e0dfa14132788fd9a7e1c1d28f6ef5b9ea4d3,987262663,1096704203096,0.00012520,
0x8ce47370a520e88bc5b17b998bf02401c3802fc0,986568802,1095933425163,0.00012511,
0xaf3a731b8e8be8631b00c2ec01a42fba5144d98d,986563003,1095926983323,0.00012511,
0x26eeda1c3081304106b073dd317a5b448b8446c5,986325942,1095663643277,0.00012508,
0x88adf84090f22a51c7f6496c4ae46e60f3b27019,985500038,1094746184913,0.00012497,
0x852ce3c710b5ba7bbb0b6f35f22588b262d6f04e,949447897,1054697537226,0.00012040,
0x270d926978f0e2d6e0e5d7b6e8a531afbc2db9e0,922625771,1024902084179,0.00011700,
0xddc605e477e66a1df76bb4e59701c792f4ba1de7,897815232,997341209629,0.00011385,
0x59c6610ca2346dec8ddc97172cd41f752737c139,888559500,987059447169,0.00011268,
0x1552d539c0343db35e848e7315818bc8fc630c04,886313940,984564958941,0.00011240,
0x0a4ef0db943d569fff2e306d49f3cac283d3fd4e,878826153,976247124405,0.00011145,
0xb3cf13a28faaa995524e9ff3ea2756a8fc7dd9fa,875918367,973017000095,0.00011108,
0x29961a712c163759dd68142006508d9b9123283b,867941050,964155369436,0.00011007,
0x7cde150d2bc08c135d4bf21df3cf1a852c7564f5,832308777,924573133594,0.00010555,
0x8e3b54e89ad84a833d032ca5a8efcdea031df93f,816965542,907529047005,0.00010360,
0x62da230d87a0955485c9553252663c71ac31d1ce,787520578,874820005137,0.00009987,
0x2265b843d178d858e933b23a44eda6f63a1f7640,744080793,826564767117,0.00009436,
0xc9b498d4dba8d2a46c2bc75c50c94b8296dff929,723732006,803960245477,0.00009178,
0xeda81509ed43540522ac47dc5deebec4ff5fc25e,707268464,785671661915,0.00008969,
0x9b3dfc9f20278b555bc87b9f6d9b6f8b7f7db927,706832770,785187669702,0.00008964,
0x46c7855a348b433813dcbba1686b899b5518a668,699088637,776585072310,0.00008865,
0x302428beaee54536ee82f69f8cbe3fc25765adf4,682472688,758127186896,0.00008655,
0xff1fee4c1b25ef5d6162efba0d9c999b1eb648af,651562193,723790154760,0.00008263,
0x3c51b57e2b4d296d2abab7b73faaed9c59e6f649,625394455,694721630926,0.00007931,
0x8e7b23b771489119e1a126646908a54d75144de2,603427906,670320012675,0.00007652,
0xb7ab8f9ee9a59eb592669cf238fdb1947d130c99,569380449,632498275263,0.00007220,
0x59fdc0667de0547a681e1315343526deadef66e6,554896002,616408176346,0.00007037,
0xdd286ae258eaed9edb3d6638af3772b7fff9783c,530164312,588934891486,0.00006723,
0xd6d2bd660c0806f27d546b22fb152610ba65f045,517885831,575295297663,0.00006567,
0x0ad939c194d137fc5d2fb8fe3c68fc4e8eb06174,498515282,553777455146,0.00006322,
0xa4b4181a3e0c8b3ea1901ffa4aa914689f282360,496915326,552000138394,0.00006302,
0x070804c6de74a14f73168fb0b66ec409f59485f5,495204090,550099205862,0.00006280,
0x2e0e13f9d9f499a565ee80300237fc162f3bf9df,494029840,548794786118,0.00006265,
0x56c9c10a5d1916f1acb363031dcf890c8577cc1f,493202022,547875201579,0.00006254,
0x412103dcd8bf846626ef3d059282a406c194a4f1,492838215,547471065293,0.00006250,
0x0b3685341de7be5a0754c65a6a96336db93bcb00,492375884,546957483275,0.00006244,
0x17a5506805802155fd05c6318f7cc58ee9e2e3ba,484832208,538577564246,0.00006148,
0x7feefbb99fe16c7a77a9d7594a3bde36a33f7288,473049298,525488477212,0.00005999,
0x9ece303bfcf78d1f936998f91e33c55169633f15,458413602,509230362812,0.00005813,
0xb6b8b0e6c825f8436896c4556c6db31c998da325,435560820,483844269514,0.00005523,
0x619892d7fb117b26f4e62a726b3a754060c4f227,428534479,476039033891,0.00005434,
