address;raw_amount;assets
0x2fbe8ed4d76526490c6ee4c1674822770ad8a4d9;0;0.000000
0x2ff4e6bf5e44be06bf49abd7b01c018c54c2bf2c;82152;0.082152
0x30044b7c080a6e456386d5b9c370dc7c259ae2cd;0;0.000000
0x300a19ddc3a5371086943e0c06667ea30c23d98c;0;0.000000
0x301a111d510702defb8498ba4a2d5c012bcc784c;0;0.000000
0x3092edd44722221d2748269788c12ba93582acb4;0;0.000000
0x309c6b4833b64dd71c5ffedbb3f2543a3a34a250;0;0.000000
0x30ab6e3e5377c6c254fb67e4931a6a00943ed3cb;800452;0.800452
0x30b12942912cee5a719edec2dd147224fcc373a0;0;0.000000
0x30d8ff6c16c96f4968282b9e8472d2115a2d4194;32773456;32.773456
0x30ef7087862f3c99242efc9633394eae629d6e9d;5689535;5.689535
0x3125a38881b0ec053fa28a8f912248913cc21cc0;0;0.000000
0x3158f5de95cb64ddfac891aafc27be52449e74f3;0;0.000000
0x315b3afb961be3942d3afbe5072fee38d7dc0254;0;0.000000
0x31738dac34244088ce78284db1074e03db6f1743;15162;0.015162
0x3179c42dae179f7ecb40b9ae46647e45a6daafe5;74687;0.074687
0x318b01ab7b0fafbc4dad578488674643206fe192;0;0.000000
0x318ca36eb6d3af28e87b8ad6a2e7a5d2b7a52d6a;0;0.000000
0x31929c035af08eec220a41d0668212b9cac371fe;0;0.000000
0x31c798ac8159568d44c7f0c8678bf6fdc4caf57c;0;0.000000
0x31d90934f202aa708ffc094b0658e35121a0af91;0;0.000000
0x31f9264446ad2f7af055525979430e7ae43510d4;1903;0.001903
0x31fc82269a2d0122ab3f06530f8dba4ef7599de0;29937;0.029937
0x31fd4eba0f04668fee02a55aa4ce0b177fdace8b;0;0.000000
0x321d3a604e33ba37aa619f02df9f031e810610e2;0;0.000000
0x321dc9545c5d0df810b59575f5cc517d99e7e3a5;0;0.000000
0x3239849f7b08e22afef883a400aedc54f24dc11b;849286;0.849286
0x32ba52adbda37b1b3f1e3d57fc3629abc045ebc9;0;0.000000
0x32d744acb52e042c3bf263a791cb7c261284af28;749740;0.749740
0x331708a21f88c6d6b412ec76e530972226bbf739;0;0.000000
0x33352c5e94fb2404094a67f1ed0960933458a636;0;0.000000
0x333b72521dd9cac06b3677d8b996821ddb0b4aa2;0;0.000000
0x334019f6d6b2ea95458347d2dd65f3241116a6d5;149078;0.149078
